"fecha","hora","magnitud","profundidad_km","lugar","latitud","longitud"
"2022-08-03","00:53",4,10.3,"1 km SW of Tonacatepeque, El Salvador",13.7696,-89.1286
"2022-07-29","07:41",4.3,178.619,"14 km N of Berlín, El Salvador",13.627,-88.5283
"2022-07-28","04:58",4.4,188.667,"11 km WSW of San Alejo, El Salvador",13.3825,-88.0519
"2022-07-18","18:10",4.4,51.469,"78 km S of Acajutla, El Salvador",12.8824,-89.8312
"2022-07-18","03:20",4.3,88.099,"35 km S of Intipucá, El Salvador",12.8805,-88.0175
"2022-07-17","10:53",4.2,9.802,"4 km W of Atiquizaya, El Salvador",13.9849,-89.7953
"2022-07-16","19:05",4.2,68.664,"31 km SSE of La Libertad, El Salvador",13.2122,-89.2473
"2022-07-15","14:40",4.3,41.283,"81 km SSW of La Libertad, El Salvador",12.8285,-89.6603
"2022-07-15","02:41",4.4,10,"1 km N of Ahuachapán, El Salvador",13.9366,-89.8426
"2022-06-25","05:38",4.2,57.8,"98 km S of La Libertad, El Salvador",12.5994,-89.3553
"2022-06-23","08:28",4.3,45.98,"28 km SSW of Acajutla, El Salvador",13.3442,-89.893
"2022-06-13","11:45",4,62.13,"47 km SW of Puerto El Triunfo, El Salvador",12.9827,-88.8586
"2022-06-06","21:34",4,35,"43 km S of La Libertad, El Salvador",13.0986,-89.3785
"2022-05-28","17:28",4.1,10,"142 km SW of Acajutla, El Salvador",12.6264,-90.6972
"2022-05-22","22:17",4.2,189.4,"15 km ESE of San Vicente, El Salvador",13.5799,-88.6672
"2022-05-20","00:25",4.4,66.13,"42 km SSW of El Rosario, El Salvador",13.1241,-89.1201
"2022-05-10","17:58",4.4,10,"133 km S of La Libertad, El Salvador",12.2843,-89.4182
"2022-05-10","00:35",4.7,32.47,"104 km S of La Libertad, El Salvador",12.5435,-89.2516
"2022-04-15","16:53",5,61.4,"58 km SSW of Intipucá, El Salvador",12.6827,-88.1598
"2022-04-13","11:05",4.4,10,"149 km SSW of Acajutla, El Salvador",12.3825,-90.4352
"2022-04-12","21:12",4.3,77.43,"10 km WSW of Acajutla, El Salvador",13.5577,-89.9163
"2022-04-06","12:42",4.6,67.56,"El Salvador",13.4248,-89.4969
"2022-04-06","00:14",4.5,87.13,"57 km SSW of Chirilagua, El Salvador",12.7219,-88.2993
"2022-03-10","18:35",4.5,69.05,"38 km SSW of Puerto El Triunfo, El Salvador",12.9903,-88.7488
"2022-03-08","15:39",4.3,38.21,"94 km SSW of Chirilagua, El Salvador",12.412,-88.4138
"2022-02-21","01:14",4.1,61.43,"61 km SSW of Chirilagua, El Salvador",12.6992,-88.3391
"2022-02-20","03:38",4,10,"94 km SSW of Acajutla, El Salvador",12.8635,-90.2788
"2022-02-18","13:51",4.4,10,"106 km S of La Libertad, El Salvador",12.5294,-89.441
"2022-02-17","17:36",5.2,67.15,"25 km SSE of Intipucá, El Salvador",12.9776,-87.9881
"2022-02-15","13:19",4.4,58.51,"59 km SSE of Acajutla, El Salvador",13.0789,-89.6786
"2022-02-14","17:04",4.3,110.83,"5 km NW of Acajutla, El Salvador",13.633,-89.8561
"2022-02-14","05:40",4.3,54.15,"76 km SW of Acajutla, El Salvador",13.1617,-90.3791
"2022-02-03","10:17",4.5,10,"114 km SSW of Puerto El Triunfo, El Salvador",12.2802,-88.808
"2022-02-01","04:00",4.4,84.82,"49 km SSW of El Rosario, El Salvador",13.0702,-89.1609
"2022-01-28","21:19",4.9,75.9,"26 km SSW of Puerto El Triunfo, El Salvador",13.0669,-88.6482
"2022-01-15","06:50",4.6,75.45,"61 km SSW of El Rosario, El Salvador",12.9564,-89.1418
"2021-12-18","16:15",4.1,103.46,"11 km SSW of Puerto El Triunfo, El Salvador",13.1841,-88.5923
"2021-12-18","00:12",4.5,53.52,"57 km S of Puerto El Triunfo, El Salvador",12.7677,-88.6304
"2021-12-13","17:40",4.5,59.85,"47 km SW of Puerto El Triunfo, El Salvador",12.9439,-88.815
"2021-12-04","12:44",4.9,10,"105 km S of La Libertad, El Salvador",12.5463,-89.4998
"2021-12-01","16:30",4.7,10,"98 km S of La Libertad, El Salvador",12.6013,-89.3991
"2021-12-01","02:21",4.4,59.79,"63 km SSW of Puerto El Triunfo, El Salvador",12.7537,-88.7813
"2021-11-24","04:55",4.1,42.97,"71 km SSW of Acajutla, El Salvador",13.0364,-90.1722
"2021-11-22","23:56",5.5,18,"81 km SW of Acajutla, El Salvador",12.9871,-90.2559
"2021-11-17","13:01",4.9,98.56,"3 km NNE of San Francisco Menéndez, El Salvador",13.8748,-90.0032
"2021-11-17","11:48",4.5,64.28,"50 km SSW of Chirilagua, El Salvador",12.795,-88.3131
"2021-11-16","00:18",4.2,34.32,"88 km SW of Acajutla, El Salvador",13.0753,-90.454
"2021-11-08","11:45",4.5,71.01,"38 km SSE of La Libertad, El Salvador",13.1663,-89.1787
"2021-11-05","23:04",4.3,60.57,"14 km WSW of Acajutla, El Salvador",13.5375,-89.9507
"2021-11-01","01:37",4.4,66.91,"48 km SSW of Puerto El Triunfo, El Salvador",12.8801,-88.721
"2021-10-15","17:02",4.2,52.65,"40 km S of La Libertad, El Salvador",13.1216,-89.2843
"2021-10-07","15:45",4.4,10,"164 km S of La Libertad, El Salvador",12.0099,-89.5197
"2021-10-07","10:11",4.2,58.8,"64 km SSW of Chirilagua, El Salvador",12.6761,-88.3544
"2021-09-26","22:36",4,46.8,"36 km S of Acajutla, El Salvador",13.2717,-89.7633
"2021-09-26","15:15",4,35,"43 km SSE of Acajutla, El Salvador",13.2423,-89.6474
"2021-09-18","08:43",5,61.58,"27 km SW of La Libertad, El Salvador",13.342,-89.527
"2021-09-07","20:00",4.5,41.87,"42 km S of Acajutla, El Salvador",13.208,-89.8797
"2021-09-02","19:25",4.4,73.78,"34 km WSW of La Libertad, El Salvador",13.3499,-89.603
"2021-08-26","23:02",4.2,61.3,"47 km S of Puerto El Triunfo, El Salvador",12.8558,-88.5836
"2021-08-26","01:50",4,10,"148 km SSW of Puerto El Triunfo, El Salvador",12.0261,-89.0331
"2021-08-25","23:58",4.1,54.12,"59 km S of El Rosario, El Salvador",12.9565,-89.0417
"2021-08-18","06:31",4.6,39.23,"99 km SSW of Puerto El Triunfo, El Salvador",12.5057,-89.0087
"2021-08-18","06:12",4.6,40.03,"103 km SSW of Puerto El Triunfo, El Salvador",12.4564,-88.9973
"2021-08-14","03:35",4.1,10,"96 km SW of Acajutla, El Salvador",12.9623,-90.4463
"2021-08-10","02:02",4.5,86.13,"El Salvador",13.451,-89.4562
"2021-08-06","16:09",4.3,35,"68 km SW of Acajutla, El Salvador",13.1542,-90.2787
"2021-07-23","22:51",4.6,61.61,"50 km SW of Puerto El Triunfo, El Salvador",12.9709,-88.89
"2021-07-23","16:13",4.2,87.84,"20 km SSW of Puerto El Triunfo, El Salvador",13.1093,-88.6263
"2021-07-10","22:52",4.1,48.32,"34 km S of Acajutla, El Salvador",13.2819,-89.8218
"2021-07-08","14:31",5.3,35,"64 km SSW of Acajutla, El Salvador",13.0686,-90.0914
"2021-07-01","00:02",4,35,"60 km SSW of Acajutla, El Salvador",13.0687,-89.9881
"2021-06-28","18:00",4.6,68.43,"El Salvador",13.1536,-89.2955
"2021-06-22","00:26",4.8,63.71,"48 km SW of Acajutla, El Salvador",13.2982,-90.1596
"2021-06-15","16:42",4.1,48.92,"41 km SW of La Libertad, El Salvador",13.2135,-89.5843
"2021-06-15","11:22",4,66.61,"46 km SSE of Puerto El Triunfo, El Salvador",12.8737,-88.451
"2021-05-29","09:29",4.4,174.57,"20 km SSE of Conchagua, El Salvador",13.1364,-87.7888
"2021-05-20","21:04",4.4,35,"67 km SW of Puerto El Triunfo, El Salvador",12.7854,-88.9088
"2021-05-19","10:40",4.3,59.43,"66 km SSW of Chirilagua, El Salvador",12.6301,-88.2667
"2021-05-12","02:45",6,22,"55 km SW of Acajutla, El Salvador",13.2742,-90.2266
"2021-05-12","00:17",5.6,22,"69 km WSW of Acajutla, El Salvador",13.2677,-90.3766
"2021-05-10","19:48",4.4,35,"79 km SSW of Acajutla, El Salvador",12.9755,-90.2118
"2021-04-28","01:43",4,52.85,"35 km SSE of La Libertad, El Salvador",13.1877,-89.2129
"2021-04-24","07:36",4.2,105.02,"16 km ESE of Acajutla, El Salvador",13.5543,-89.6822
"2021-04-20","09:52",4.4,73.46,"22 km WSW of Acajutla, El Salvador",13.4921,-90.0035
"2021-03-25","22:06",4.9,44.05,"77 km SW of Acajutla, El Salvador",13.1014,-90.3405
"2021-03-25","02:13",4.8,50.52,"32 km S of Acajutla, El Salvador",13.2994,-89.8506
"2021-03-24","06:35",4.6,35,"91 km S of Acajutla, El Salvador",12.765,-89.7838
"2021-03-19","02:46",4.4,10,"114 km S of La Libertad, El Salvador",12.4531,-89.2766
"2021-03-15","03:53",4.5,53.16,"99 km S of La Libertad, El Salvador",12.5913,-89.2338
"2021-03-05","22:10",4.5,10,"99 km SSW of Acajutla, El Salvador",12.786,-90.237
"2021-02-27","17:01",4.2,10,"128 km SW of Acajutla, El Salvador",12.6687,-90.5437
"2021-02-10","02:47",5,86.91,"35 km SSW of Puerto El Triunfo, El Salvador",13.0099,-88.7296
"2021-02-10","02:42",4.4,66.21,"43 km SW of Jiquilisco, El Salvador",13.0493,-88.8754
"2021-02-03","04:37",4.7,61.75,"91 km SSW of Puerto El Triunfo, El Salvador",12.5008,-88.8295
"2021-02-01","11:29",4.2,52.37,"53 km SSW of Chirilagua, El Salvador",12.7679,-88.3242
"2021-01-29","23:35",4.9,69.4,"55 km S of Intipucá, El Salvador",12.6924,-88.0365
"2021-01-22","10:00",4.4,81.04,"43 km SW of La Libertad, El Salvador",13.1834,-89.5811
"2021-01-17","22:04",4.2,77.45,"1 km SSE of La Libertad, El Salvador",13.4748,-89.3165
"2021-01-15","11:09",4.5,69.52,"44 km SSW of Puerto El Triunfo, El Salvador",12.9369,-88.7633
"2020-12-12","11:23",4.1,53.06,"55 km S of Intipucá, El Salvador",12.7017,-87.9704
"2020-12-08","16:39",4.4,57.14,"69 km SSW of Acajutla, El Salvador",13.0583,-90.1633
"2020-11-24","12:40",4.8,56.67,"64 km SSW of Intipucá, El Salvador",12.6447,-88.2374
"2020-11-07","20:47",4.1,44.64,"41 km S of Jucuarán, El Salvador",12.8819,-88.3106
"2020-10-29","13:01",4.6,56.17,"53 km SW of San Francisco Menéndez, El Salvador",13.4891,-90.3485
"2020-10-22","01:55",4.3,236.17,"9 km W of Jocoro, El Salvador",13.6017,-88.1045
"2020-10-09","18:59",4.3,62.13,"27 km SSW of San Francisco Menéndez, El Salvador",13.6273,-90.1327
"2020-10-07","21:18",4.6,10,"102 km SSW of Puerto El Triunfo, El Salvador",12.4155,-88.8868
"2020-09-30","18:24",4.5,59.17,"77 km SSW of Intipucá, El Salvador",12.5272,-88.2665
"2020-09-29","00:44",4.5,35,"104 km SSW of Puerto El Triunfo, El Salvador",12.364,-88.7739
"2020-09-23","14:42",4.6,35,"68 km SSW of Acajutla, El Salvador",13.0288,-90.081
"2020-09-19","16:23",3.2,10,"11 km W of Santa Tecla, El Salvador",13.6888,-89.3847
"2020-09-19","07:32",4.4,67.3,"36 km SW of Puerto El Triunfo, El Salvador",13.0447,-88.7889
"2020-09-04","21:09",4.1,62.22,"88 km SSW of Puerto El Triunfo, El Salvador",12.52,-88.786
"2020-08-23","04:06",4.5,10,"109 km SSW of Puerto El Triunfo, El Salvador",12.3152,-88.7772
"2020-08-22","16:17",4.6,10,"112 km S of Puerto El Triunfo, El Salvador",12.2814,-88.7464
"2020-08-18","08:11",4.3,35,"79 km SSW of Acajutla, El Salvador",12.9674,-90.19
"2020-08-17","15:59",4.3,64.65,"43 km WSW of Acajutla, El Salvador",13.3778,-90.1685
"2020-08-17","13:32",4.8,76.06,"55 km S of Intipucá, El Salvador",12.6988,-88.0661
"2020-08-16","03:19",4.7,95.73,"21 km S of Puerto El Triunfo, El Salvador",13.092,-88.5287
"2020-08-11","21:25",4.9,48.41,"60 km SSW of Intipucá, El Salvador",12.6804,-88.2397
"2020-07-27","23:49",4.2,59,"61 km SSW of Chirilagua, El Salvador",12.6928,-88.3237
"2020-07-20","13:09",4.2,35,"86 km SSW of Puerto El Triunfo, El Salvador",12.6341,-88.9915
"2020-07-14","02:25",4.6,79.89,"30 km SSW of Puerto El Triunfo, El Salvador",13.0201,-88.6385
"2020-07-13","08:12",4.3,75.66,"23 km SSW of La Libertad, El Salvador",13.2895,-89.3889
"2020-07-11","20:11",4.2,61.85,"77 km S of El Rosario, El Salvador",12.801,-89.1355
"2020-07-03","20:03",4.5,35,"96 km SSW of Puerto El Triunfo, El Salvador",12.5068,-88.9465
"2020-06-30","08:45",4.6,35,"87 km S of La Libertad, El Salvador",12.6938,-89.3434
"2020-06-26","01:41",4.2,173.86,"3 km WSW of San Sebastián, El Salvador",13.7185,-88.866
"2020-06-04","01:30",4.3,105.57,"17 km SSW of Concepción Batres, El Salvador",13.1966,-88.4011
"2020-06-02","20:56",4,41.15,"50 km SSE of La Libertad, El Salvador",13.0463,-89.2003
"2020-05-31","19:00",4.7,70.46,"34 km S of Puerto El Triunfo, El Salvador",12.9763,-88.565
"2020-05-28","22:43",4.2,74.4,"35 km SSE of La Libertad, El Salvador",13.1953,-89.1828
"2020-05-12","12:50",4.2,69.18,"63 km S of Intipucá, El Salvador",12.6276,-88.0808
"2020-05-08","12:16",4.4,63.15,"52 km S of Acajutla, El Salvador",13.1194,-89.7653
"2020-05-08","08:08",4.5,72.84,"18 km SW of Puerto El Triunfo, El Salvador",13.1673,-88.6681
"2020-05-05","05:03",4.7,202.67,"2 km SE of Chinameca, El Salvador",13.4865,-88.3318
"2020-04-24","08:16",4.3,65.92,"45 km SW of La Libertad, El Salvador",13.2116,-89.6285
"2020-04-09","22:47",4.3,69.23,"36 km S of Puerto El Triunfo, El Salvador",12.9507,-88.5381
"2020-04-09","01:02",4.2,67.06,"54 km SSW of Chirilagua, El Salvador",12.7421,-88.2586
"2020-03-28","21:00",4.2,75.03,"31 km S of El Rosario, El Salvador",13.2197,-89.0754
"2020-03-18","12:16",4.1,116.91,"17 km W of La Libertad, El Salvador",13.4845,-89.4794
"2020-03-10","08:11",4.4,35,"88 km SSW of La Libertad, El Salvador",12.772,-89.68
"2020-03-09","15:22",4.3,71.9,"34 km S of Intipucá, El Salvador",12.8932,-88.0041
"2020-02-27","14:55",4.4,35,"64 km SSW of Puerto El Triunfo, El Salvador",12.772,-88.826
"2020-02-14","14:16",4.9,75.67,"46 km SSE of Puerto El Triunfo, El Salvador",12.8738,-88.4638
"2020-02-14","01:53",4.4,10,"117 km S of La Libertad, El Salvador",12.4279,-89.341
"2020-02-10","20:30",4.4,35,"55 km SSW of La Libertad, El Salvador",13.0087,-89.4826
"2020-02-10","00:35",4.2,35,"85 km SSW of Acajutla, El Salvador",12.8901,-90.1535
"2020-02-09","02:29",4.8,66.6,"41 km S of El Rosario, El Salvador",13.1313,-89.1022
"2020-02-07","17:07",4.2,45.48,"45 km SSW of El Rosario, El Salvador",13.0967,-89.1207
"2020-02-02","19:25",4.2,66.54,"48 km S of Puerto El Triunfo, El Salvador",12.8467,-88.5772
"2020-01-10","10:00",4.8,52.62,"54 km S of Puerto El Triunfo, El Salvador",12.7937,-88.6222
"2020-01-07","15:31",4.3,77.99,"32 km S of El Rosario, El Salvador",13.2026,-89.0175
"2020-01-07","00:28",4.2,51.31,"32 km S of Acajutla, El Salvador",13.3017,-89.8546
"2020-01-05","20:12",4.1,35,"73 km S of Puerto El Triunfo, El Salvador",12.6211,-88.4858
"2020-01-01","21:35",4.6,51.52,"63 km S of Intipucá, El Salvador",12.628,-88.13
"2019-12-25","00:38",4.4,70.78,"45 km S of Puerto El Triunfo, El Salvador",12.8736,-88.4862
"2019-12-23","18:19",4.4,75.34,"18 km SW of La Libertad, El Salvador",13.3662,-89.4334
"2019-12-22","20:51",4,102.73,"2 km N of San Francisco Menéndez, El Salvador",13.8626,-90.0161
"2019-12-21","11:47",4.5,81.27,"27 km SW of Puerto El Triunfo, El Salvador",13.1106,-88.7354
"2019-12-14","01:27",4.5,10,"99 km SW of Acajutla, El Salvador",12.9159,-90.4331
"2019-12-05","23:01",4.2,68.28,"42 km SSW of La Libertad, El Salvador",13.1636,-89.5291
"2019-12-03","07:37",4.9,49.37,"55 km S of Puerto El Triunfo, El Salvador",12.7846,-88.5609
"2019-11-29","06:56",4.1,130.34,"7 km NW of Santa Tecla, El Salvador",13.7352,-89.3216
"2019-11-24","23:41",4.1,64.84,"48 km S of El Rosario, El Salvador",13.0676,-88.9639
"2019-11-23","09:56",4.6,44.26,"95 km SSW of Intipucá, El Salvador",12.3509,-88.2483
"2019-11-22","16:32",3.9,10,"4 km SW of Tecoluca, El Salvador",13.7591,-89.0377
"2019-11-21","21:53",4.3,69.98,"41 km SSW of Puerto El Triunfo, El Salvador",12.9588,-88.739
"2019-11-20","20:08",4,73.27,"26 km SSW of El Rosario, El Salvador",13.272,-89.0992
"2019-11-18","05:21",3.5,10,"0 km WSW of Nuevo Cuscatlán, El Salvador",13.6471,-89.2683
"2019-11-16","22:19",3.4,10,"10 km W of Santa Tecla, El Salvador",13.6906,-89.376
"2019-11-12","15:35",5.1,60.26,"39 km S of Puerto El Triunfo, El Salvador",12.9265,-88.4934
"2019-11-12","07:57",3.8,10,"1 km ENE of Ayutuxtepeque, El Salvador",13.74,-89.1921
"2019-11-11","10:03",4.6,35,"80 km S of Intipucá, El Salvador",12.4739,-88.1507
"2019-10-27","08:17",4.6,24.01,"91 km S of Acajutla, El Salvador",12.7675,-89.89
"2019-10-25","09:02",4.6,64.61,"80 km SSW of Chirilagua, El Salvador",12.5128,-88.3299
"2019-10-21","02:55",4.7,41.15,"63 km SW of Acajutla, El Salvador",13.2,-90.2509
"2019-10-12","20:53",4.5,35,"81 km S of Acajutla, El Salvador",12.8542,-89.8563
"2019-10-10","16:05",4.4,35,"72 km S of Acajutla, El Salvador",12.9376,-89.8814
"2019-10-04","11:55",4.1,74.24,"47 km SSW of La Libertad, El Salvador",13.0907,-89.4853
"2019-09-30","21:06",4.3,68.12,"41 km S of La Libertad, El Salvador",13.1092,-89.333
"2019-09-29","19:03",4.4,10,"105 km SSW of Acajutla, El Salvador",12.7325,-90.2424
"2019-09-29","17:08",4.2,10,"98 km SSW of Acajutla, El Salvador",12.8016,-90.2499
"2019-09-29","15:00",5.2,10,"91 km SSW of Acajutla, El Salvador",12.8691,-90.2389
"2019-09-29","14:25",4.5,10,"98 km SSW of Acajutla, El Salvador",12.8181,-90.2825
"2019-09-20","06:16",4.4,35,"87 km SSW of Intipucá, El Salvador",12.443,-88.2866
"2019-09-10","08:16",5,62.5,"49 km SSW of Puerto El Triunfo, El Salvador",12.9014,-88.7959
"2019-09-06","07:28",4.9,57.54,"39 km SSW of Puerto El Triunfo, El Salvador",12.9688,-88.7285
"2019-09-05","11:09",4.5,35,"70 km SSW of Puerto El Triunfo, El Salvador",12.6952,-88.7892
"2019-08-27","09:58",4.7,44.4,"85 km S of Puerto El Triunfo, El Salvador",12.5183,-88.6667
"2019-08-17","18:17",4.4,10,"146 km SSW of Acajutla, El Salvador",12.3384,-90.2599
"2019-08-09","11:03",4.5,63.72,"41 km SSW of La Libertad, El Salvador",13.1355,-89.448
"2019-07-30","23:54",5.9,43,"38 km SSW of La Libertad, El Salvador",13.1476,-89.3951
"2019-07-29","11:44",4.5,35,"56 km SSW of La Libertad, El Salvador",13.0135,-89.5053
"2019-07-09","21:05",4.8,54.02,"48 km SSW of La Libertad, El Salvador",13.0929,-89.5139
"2019-06-14","11:15",3.9,31.27,"51 km SSE of Acajutla, El Salvador",13.1426,-89.6941
"2019-06-10","03:12",5.1,72.37,"25 km S of Puerto El Triunfo, El Salvador",13.0499,-88.5673
"2019-06-08","23:52",4.1,68.58,"41 km SSW of Puerto El Triunfo, El Salvador",12.9651,-88.7596
"2019-06-02","14:01",4.3,51.86,"50 km SSW of La Libertad, El Salvador",13.0737,-89.5109
"2019-05-31","19:44",4.5,56.84,"48 km S of La Libertad, El Salvador",13.053,-89.3427
"2019-05-30","16:36",4.2,70.19,"39 km S of La Libertad, El Salvador",13.1313,-89.3549
"2019-05-30","05:07",4.2,35.87,"45 km SSW of La Libertad, El Salvador",13.0856,-89.4044
"2019-05-30","04:21",4.2,51.76,"38 km S of La Libertad, El Salvador",13.1411,-89.346
"2019-05-30","03:03",6.6,57.92,"32 km S of La Libertad, El Salvador",13.1994,-89.3056
"2019-05-25","16:00",4,90.38,"15 km WNW of La Libertad, El Salvador",13.5543,-89.4489
"2019-05-16","16:30",4.8,10,"151 km SSW of Puerto El Triunfo, El Salvador",12.0142,-89.0699
"2019-05-15","19:14",4.3,49.48,"52 km SSW of La Libertad, El Salvador",13.0539,-89.5153
"2019-05-10","20:00",4.3,10,"89 km SSW of Acajutla, El Salvador",12.9024,-90.2605
"2019-05-05","14:12",4.6,73.3,"54 km S of Puerto El Triunfo, El Salvador",12.7893,-88.5215
"2019-04-13","21:32",4.3,102.29,"15 km S of San Francisco Menéndez, El Salvador",13.6993,-90.0088
"2019-04-12","17:16",4.3,10,"111 km S of La Libertad, El Salvador",12.4853,-89.2558
"2019-04-12","01:55",4.4,10,"89 km SW of Acajutla, El Salvador",12.9276,-90.2952
"2019-04-11","20:04",4.4,10,"118 km SW of Puerto El Triunfo, El Salvador",12.4268,-89.2005
"2019-04-10","12:16",4.3,53.89,"44 km SW of Puerto El Triunfo, El Salvador",12.9826,-88.8174
"2019-04-09","06:34",4.3,35,"52 km SSW of Puerto El Triunfo, El Salvador",12.8683,-88.7789
"2019-04-08","16:25",5,35,"105 km S of La Libertad, El Salvador",12.5442,-89.1985
"2019-04-05","03:08",4.4,59.64,"49 km SW of La Libertad, El Salvador",13.173,-89.65
"2019-04-03","03:24",4.4,26.9,"97 km S of La Libertad, El Salvador",12.606,-89.3292
"2019-04-02","14:49",4.4,50.36,"52 km WSW of Acajutla, El Salvador",13.3391,-90.2345
"2019-03-28","22:07",4.6,10,"144 km S of La Libertad, El Salvador",12.1848,-89.3492
"2019-03-27","21:35",4.4,10,"118 km S of La Libertad, El Salvador",12.4187,-89.2833
"2019-03-27","17:48",4.6,10,"107 km SW of Puerto El Triunfo, El Salvador",12.5169,-89.1644
"2019-03-26","13:07",4.7,10,"117 km S of La Libertad, El Salvador",12.426,-89.2513
"2019-03-26","09:28",4.6,10,"112 km S of La Libertad, El Salvador",12.4705,-89.2804
"2019-03-26","09:26",4.8,10,"99 km SW of Puerto El Triunfo, El Salvador",12.5638,-89.095
"2019-03-26","09:01",4.9,10,"105 km SW of Puerto El Triunfo, El Salvador",12.548,-89.1671
"2019-03-26","06:01",5.5,8,"104 km S of La Libertad, El Salvador",12.5488,-89.1992
"2019-03-20","16:32",4.3,35,"65 km SSW of La Libertad, El Salvador",12.9119,-89.4558
"2019-03-16","08:54",4.2,110.72,"28 km S of Intipucá, El Salvador",12.9373,-88.0812
"2019-02-28","20:01",4.5,200.8,"14 km WSW of Sesori, El Salvador",13.6651,-88.4866
"2019-02-24","17:58",4.5,53.65,"59 km S of Puerto El Triunfo, El Salvador",12.7449,-88.513
"2019-02-23","21:07",4.5,35,"101 km S of La Libertad, El Salvador",12.5784,-89.2273
"2019-02-21","02:52",4.1,57.55,"19 km SE of Acajutla, El Salvador",13.4554,-89.7095
"2019-02-09","04:03",4.2,10,"130 km SW of Puerto El Triunfo, El Salvador",12.3094,-89.2313
"2019-01-30","22:40",5,191.85,"0 km S of Chinameca, El Salvador",13.4929,-88.3489
"2019-01-29","16:52",4.5,68.4,"42 km SSW of Chirilagua, El Salvador",12.8627,-88.2812
"2019-01-24","10:20",4.6,79.45,"58 km S of El Rosario, El Salvador",12.9743,-89.0867
"2019-01-18","21:12",4.3,10,"120 km SW of Puerto El Triunfo, El Salvador",12.3847,-89.1796
"2019-01-15","09:40",4.2,87.2,"40 km SSE of Intipucá, El Salvador",12.8579,-87.9115
"2019-01-05","05:19",4.6,75.48,"41 km SSW of Puerto El Triunfo, El Salvador",12.9217,-88.6519
"2018-12-27","20:51",4.9,35,"94 km SSW of Chirilagua, El Salvador",12.401,-88.3702
"2018-12-27","20:20",4.8,46,"91 km SSW of Chirilagua, El Salvador",12.4255,-88.3785
"2018-12-27","18:49",4.3,76.5,"12 km SSW of Acajutla, El Salvador",13.5005,-89.8858
"2018-12-06","22:01",4.1,77.63,"30 km SSW of El Rosario, El Salvador",13.2613,-89.1663
"2018-12-03","03:07",4.5,42.53,"94 km S of Puerto El Triunfo, El Salvador",12.4372,-88.6838
"2018-11-26","22:30",4.6,20.58,"77 km SW of Acajutla, El Salvador",13.0906,-90.3299
"2018-11-26","19:39",4.4,10,"87 km SW of Acajutla, El Salvador",12.9834,-90.3474
"2018-11-23","20:58",4,54.54,"26 km SW of La Libertad, El Salvador",13.302,-89.4724
"2018-11-13","04:26",4.4,186.11,"5 km ENE of Lolotique, El Salvador",13.5673,-88.3024
"2018-11-12","08:12",4.5,35,"75 km SW of Acajutla, El Salvador",13.1132,-90.3224
"2018-11-09","08:22",3.6,10,"7 km SSE of Atiquizaya, El Salvador",13.9195,-89.7207
"2018-11-07","04:21",4.7,10,"100 km SW of Acajutla, El Salvador",13.0038,-90.5287
"2018-11-05","13:39",4.5,10,"88 km SW of Acajutla, El Salvador",13.0354,-90.4154
"2018-11-05","01:27",4.5,28.75,"94 km SSW of Puerto El Triunfo, El Salvador",12.5075,-88.9073
"2018-11-02","03:12",4.3,35,"57 km S of La Libertad, El Salvador",12.9693,-89.3704
"2018-10-31","18:36",4.2,17.77,"78 km SW of Acajutla, El Salvador",13.0888,-90.3323
"2018-10-28","16:23",6.1,22,"85 km SW of Acajutla, El Salvador",13.0346,-90.3687
"2018-10-28","16:21",4.1,65.84,"49 km WSW of Acajutla, El Salvador",13.4508,-90.2628
"2018-10-28","05:44",4.3,60.01,"30 km WSW of Acajutla, El Salvador",13.4992,-90.0928
"2018-10-23","17:38",4.5,48.47,"46 km SSW of La Libertad, El Salvador",13.0821,-89.4387
"2018-10-19","21:58",4.3,35,"100 km SW of Puerto El Triunfo, El Salvador",12.5754,-89.1323
"2018-10-10","13:48",4.3,57.68,"37 km SSW of Chirilagua, El Salvador",12.902,-88.2545
"2018-10-06","18:26",4.9,55.04,"63 km SSW of Intipucá, El Salvador",12.6527,-88.2276
"2018-09-30","11:13",4.5,35,"79 km SW of Acajutla, El Salvador",13.0844,-90.3511
"2018-09-24","12:51",4.4,10,"130 km S of La Libertad, El Salvador",12.3191,-89.4837
"2018-09-12","09:35",4.7,10,"9 km SSE of Conchagua, El Salvador",13.2268,-87.83
"2018-09-12","04:12",4.3,24.56,"20 km S of Conchagua, El Salvador",13.1233,-87.8515
"2018-09-05","23:07",4.3,10,"88 km SSW of Acajutla, El Salvador",12.9106,-90.2493
"2018-08-23","16:42",4.4,35,"68 km S of La Libertad, El Salvador",12.8721,-89.2252
"2018-08-19","01:20",4.2,62.17,"51 km SSW of Intipucá, El Salvador",12.7634,-88.2149
"2018-08-16","18:03",4.3,53.77,"39 km S of Acajutla, El Salvador",13.2408,-89.8666
"2018-08-08","18:25",5,13.49,"131 km S of La Libertad, El Salvador",12.3039,-89.3698
"2018-07-28","14:46",4.2,149.37,"6 km W of San Agustín, El Salvador",13.4384,-88.6606
"2018-07-27","14:42",5.3,45.13,"57 km SSW of Intipucá, El Salvador",12.6931,-88.1963
"2018-07-26","03:36",4.2,56.03,"29 km S of Acajutla, El Salvador",13.3263,-89.8619
"2018-07-24","04:51",4.8,92.11,"30 km S of Intipucá, El Salvador",12.9221,-88.0048
"2018-07-15","00:58",4.3,56.12,"84 km SSW of Puerto El Triunfo, El Salvador",12.597,-88.8966
