"fecha","hora","magnitud","profundidad_km","lugar","latitud","longitud"
"2018-07-12","01:56",4.6,48.44,"45 km SSW of La Libertad, El Salvador",13.1317,-89.5236
"2018-07-09","01:11",4.7,196.12,"5 km S of Jucuapa, El Salvador",13.4702,-88.3914
"2018-07-03","04:32",4,81.76,"35 km S of La Libertad, El Salvador",13.172,-89.3409
"2018-07-02","15:58",4.3,151.43,"8 km SE of Intipucá, El Salvador",13.1416,-87.9936
"2018-06-26","18:13",4.5,10,"95 km SSW of Puerto El Triunfo, El Salvador",12.5432,-88.9987
"2018-06-23","15:54",4.5,40.44,"92 km SSW of Puerto El Triunfo, El Salvador",12.4941,-88.8351
"2018-06-04","10:11",4.3,35,"84 km SW of Acajutla, El Salvador",13.1271,-90.4483
"2018-05-30","13:35",4.3,10,"10 km NE of Intipucá, El Salvador",13.2528,-87.9803
"2018-05-26","13:16",4.4,76.28,"45 km SSW of Jucuarán, El Salvador",12.8807,-88.4142
"2018-05-26","01:22",4.4,58.2,"72 km SSW of Acajutla, El Salvador",12.9552,-89.9677
"2018-05-22","05:54",4.2,76.69,"8 km SSW of La Libertad, El Salvador",13.4178,-89.3578
"2018-05-18","00:04",4.5,10,"94 km SSW of La Libertad, El Salvador",12.7298,-89.722
"2018-05-13","09:47",4.3,76.62,"38 km SSW of Puerto El Triunfo, El Salvador",12.9892,-88.7418
"2018-05-08","17:07",4.7,10,"11 km W of Conchagua, El Salvador",13.3045,-87.9683
"2018-05-08","08:09",4.1,10,"9 km NNE of Intipucá, El Salvador",13.283,-88.0334
"2018-05-07","00:57",4.6,35,"75 km SW of Acajutla, El Salvador",13.031,-90.2228
"2018-05-06","13:02",5.4,10,"10 km S of Intipucá, El Salvador",13.1036,-88.0615
"2018-05-06","12:58",4.5,10,"11 km S of San Alejo, El Salvador",13.3319,-87.9657
"2018-05-06","11:43",4.5,10,"13 km NE of Chirilagua, El Salvador",13.3173,-88.0681
"2018-05-06","09:02",4.4,10,"13 km NNE of Intipucá, El Salvador",13.3041,-87.9997
"2018-05-06","08:52",4.8,10,"4 km NW of Intipucá, El Salvador",13.2253,-88.0851
"2018-05-06","08:37",4.3,10,"10 km NE of Intipucá, El Salvador",13.2519,-87.9776
"2018-05-06","06:44",5.2,10,"10 km WSW of Conchagua, El Salvador",13.2731,-87.9546
"2018-05-06","06:37",5.2,10,"3 km NE of Intipucá, El Salvador",13.2236,-88.0338
"2018-05-05","22:58",4.9,10,"2 km ESE of Conchagua, El Salvador",13.3024,-87.8448
"2018-05-05","22:04",4.4,10,"9 km SW of Conchagua, El Salvador",13.2584,-87.9387
"2018-05-02","09:17",4.4,70.8,"59 km SSW of Chirilagua, El Salvador",12.7118,-88.3073
"2018-04-29","22:10",4.3,78.03,"29 km S of La Libertad, El Salvador",13.2208,-89.2951
"2018-04-27","19:23",4.1,45.03,"93 km SSW of Intipucá, El Salvador",12.367,-88.2385
"2018-04-27","16:42",4.3,64.72,"32 km SSW of El Rosario, El Salvador",13.2211,-89.1392
"2018-04-03","10:00",4.8,64.85,"36 km SW of Puerto El Triunfo, El Salvador",13.0609,-88.7998
"2018-04-02","19:16",4.2,63.64,"31 km SW of Puerto El Triunfo, El Salvador",13.0969,-88.7736
"2018-04-02","17:23",5.9,50,"24 km SW of Puerto El Triunfo, El Salvador",13.1086,-88.6821
"2018-03-26","02:25",4.4,84.94,"24 km SW of La Libertad, El Salvador",13.3514,-89.5049
"2018-03-20","18:00",4,52.33,"35 km S of El Rosario, El Salvador",13.1827,-89.0803
"2018-03-19","08:05",4.3,10,"74 km S of Acajutla, El Salvador",12.9261,-89.9267
"2018-03-03","23:01",4.5,69.61,"23 km S of La Libertad, El Salvador",13.2777,-89.2946
"2018-02-23","19:50",4.9,68.39,"51 km SSW of Intipucá, El Salvador",12.742,-88.1532
"2018-02-21","09:55",4.4,35,"76 km SSW of Puerto El Triunfo, El Salvador",12.6388,-88.7957
"2018-02-19","14:54",4.5,10,"126 km S of La Libertad, El Salvador",12.3595,-89.5239
"2018-02-17","00:29",4.3,60.21,"39 km S of Puerto El Triunfo, El Salvador",12.9298,-88.5149
"2018-02-16","05:43",4.8,37.32,"70 km SW of Acajutla, El Salvador",13.0615,-90.1917
"2018-02-16","05:01",5,59.69,"50 km S of Intipucá, El Salvador",12.7414,-88.0889
"2018-02-16","03:28",4.2,10,"87 km SSW of Acajutla, El Salvador",12.92,-90.2475
"2018-02-11","23:29",4.5,10,"126 km SSW of Puerto El Triunfo, El Salvador",12.1923,-88.9012
"2018-02-11","18:49",4.2,34.58,"120 km S of Puerto El Triunfo, El Salvador",12.1952,-88.6338
"2018-02-05","13:28",4.3,62.89,"51 km S of El Rosario, El Salvador",13.0373,-89.0522
"2018-02-05","04:10",4.4,60.85,"36 km SSW of El Rosario, El Salvador",13.1901,-89.1613
"2018-02-02","19:02",4.3,4,"7 km ENE of Ilopango, El Salvador",13.7165,-89.0373
"2018-01-16","02:24",4.9,10,"130 km SSW of La Libertad, El Salvador",12.3356,-89.5786
"2018-01-12","19:43",4.1,66.36,"38 km SW of Puerto El Triunfo, El Salvador",13.054,-88.8193
"2018-01-12","16:11",4.8,118.8,"4 km N of Armenia, El Salvador",13.7872,-89.4963
"2018-01-11","22:23",4.6,35,"82 km SSW of Puerto El Triunfo, El Salvador",12.5833,-88.8069
"2018-01-11","12:19",4.2,10,"1 km NNE of Tonacatepeque, El Salvador",13.7936,-89.1152
"2018-01-07","02:55",5.3,52.25,"54 km S of Intipucá, El Salvador",12.713,-88.1447
"2018-01-03","07:38",5.2,73.5,"32 km S of La Libertad, El Salvador",13.1978,-89.2796
"2017-12-29","16:12",4.5,62.7,"44 km S of Puerto El Triunfo, El Salvador",12.8869,-88.5938
"2017-12-07","10:03",4.4,178.74,"3 km S of Apopa, El Salvador",13.774,-89.175
"2017-12-05","03:47",4.2,78.18,"18 km WSW of La Libertad, El Salvador",13.4125,-89.4752
"2017-12-01","14:04",4,19.96,"48 km S of Acajutla, El Salvador",13.1586,-89.8868
"2017-11-27","06:39",4.2,10,"162 km S of La Libertad, El Salvador",12.0377,-89.5753
"2017-11-26","20:56",4.2,66.91,"40 km SW of Puerto El Triunfo, El Salvador",13.0005,-88.7827
"2017-11-26","14:32",4.7,46.79,"62 km SSW of Acajutla, El Salvador",13.0597,-90.0103
"2017-11-26","08:14",4.8,56.08,"50 km S of Puerto El Triunfo, El Salvador",12.8289,-88.5413
"2017-11-26","04:24",4.4,64.32,"56 km S of Puerto El Triunfo, El Salvador",12.7708,-88.5795
"2017-11-13","04:01",4.6,82.52,"28 km SSW of Puerto El Triunfo, El Salvador",13.0549,-88.6711
"2017-11-11","03:27",4.1,52.38,"44 km S of El Rosario, El Salvador",13.1012,-89.0971
"2017-10-25","22:01",2.9,10,"3 km N of Antiguo Cuscatlán, El Salvador",13.6987,-89.2497
"2017-10-15","07:27",4.2,48.85,"39 km WSW of Acajutla, El Salvador",13.4849,-90.1736
"2017-10-14","00:19",4.8,56.61,"48 km SSW of Puerto El Triunfo, El Salvador",12.8769,-88.7072
"2017-10-02","23:43",4.2,48.6,"94 km SSW of Intipucá, El Salvador",12.3723,-88.2655
"2017-09-23","18:29",4.4,65.76,"36 km SW of Puerto El Triunfo, El Salvador",13.0273,-88.7587
"2017-09-15","21:57",4.3,55.35,"40 km SSE of Acajutla, El Salvador",13.2343,-89.7359
"2017-09-11","13:20",4.3,55.85,"60 km SSW of Acajutla, El Salvador",13.0849,-90.0454
"2017-09-10","07:48",4.3,35,"80 km SW of Acajutla, El Salvador",13.069,-90.3498
"2017-09-07","02:42",4.7,62.11,"58 km SSW of Intipucá, El Salvador",12.6938,-88.2084
"2017-09-06","07:53",4.1,45.9,"35 km SSW of La Libertad, El Salvador",13.1897,-89.4347
"2017-08-31","00:10",4.1,10,"71 km SSW of Acajutla, El Salvador",12.982,-90.0345
"2017-08-19","03:04",4.2,28.17,"109 km SSW of Chirilagua, El Salvador",12.2816,-88.4448
"2017-08-15","21:49",4.3,65.74,"40 km SSW of Jucuarán, El Salvador",12.9035,-88.358
"2017-08-13","07:13",4.3,10,"127 km SSW of Puerto El Triunfo, El Salvador",12.1582,-88.7942
"2017-08-07","00:15",4.7,20.2,"76 km SSW of Acajutla, El Salvador",12.9532,-90.093
"2017-07-20","02:03",4.7,66.5,"61 km SSW of Chirilagua, El Salvador",12.6871,-88.3066
"2017-07-12","04:08",4.6,68.87,"21 km S of Acajutla, El Salvador",13.3962,-89.8029
"2017-07-07","03:11",4.4,35,"75 km SSW of Acajutla, El Salvador",12.9761,-90.1237
"2017-06-20","01:17",4.4,10,"140 km S of Puerto El Triunfo, El Salvador",12.0198,-88.6701
"2017-06-18","16:16",4.4,45.09,"66 km SSW of Acajutla, El Salvador",13.0621,-90.1149
"2017-06-15","22:20",4.3,10,"81 km SSW of Acajutla, El Salvador",12.9383,-90.1721
"2017-05-27","14:04",4.4,10,"76 km SSW of Acajutla, El Salvador",12.9518,-90.0919
"2017-05-27","12:02",4.3,10,"107 km SSW of Acajutla, El Salvador",12.6912,-90.1881
"2017-05-27","06:58",4.1,10,"89 km SSW of Acajutla, El Salvador",12.8173,-90.0726
"2017-05-26","09:23",5.3,10,"97 km SSW of Acajutla, El Salvador",12.778,-90.1791
"2017-05-26","09:01",4.7,10,"106 km SSW of La Libertad, El Salvador",12.6004,-89.6958
"2017-05-24","00:00",4.4,10,"78 km S of La Libertad, El Salvador",12.7826,-89.2347
"2017-05-22","15:53",4.2,10,"101 km SSW of Acajutla, El Salvador",12.7406,-90.1727
"2017-05-21","02:43",4.3,10,"125 km SSW of Acajutla, El Salvador",12.5109,-90.1853
"2017-05-15","22:03",5.2,10,"83 km SSW of Acajutla, El Salvador",12.8999,-90.1432
"2017-05-14","15:36",4.7,10,"72 km SSW of Acajutla, El Salvador",12.9765,-90.0467
"2017-05-13","22:29",4.6,10,"83 km SSW of Acajutla, El Salvador",12.8974,-90.1247
"2017-05-13","17:33",4.4,10,"82 km SSW of Acajutla, El Salvador",12.9028,-90.1072
"2017-05-13","16:57",4.5,10,"83 km SSW of Acajutla, El Salvador",12.8939,-90.1104
"2017-05-13","07:28",4.7,10,"85 km SSW of Acajutla, El Salvador",12.8963,-90.1751
"2017-05-13","06:09",4.3,10,"80 km SSW of Acajutla, El Salvador",12.8945,-90.0279
"2017-05-13","05:26",5,10,"78 km SSW of Acajutla, El Salvador",12.9216,-90.0756
"2017-05-12","22:46",4.2,10,"95 km SSW of Acajutla, El Salvador",12.793,-90.1524
"2017-05-12","09:22",4.6,10,"75 km SSW of Acajutla, El Salvador",12.9549,-90.0831
"2017-05-12","04:51",5.2,17.2,"76 km SSW of Acajutla, El Salvador",12.9651,-90.1303
"2017-05-12","04:41",6.2,16,"78 km SSW of Acajutla, El Salvador",12.9187,-90.0611
"2017-05-11","16:02",4.4,58.02,"47 km SW of San Francisco Menéndez, El Salvador",13.5029,-90.2822
"2017-04-23","09:51",3.3,10,"3 km WSW of San Salvador, El Salvador",13.6757,-89.2174
"2017-04-10","17:53",4.8,10,"4 km WSW of Tonacatepeque, El Salvador",13.7664,-89.1547
"2017-04-10","17:52",4.2,10,"3 km N of Ayutuxtepeque, El Salvador",13.7626,-89.2076
"2017-04-10","16:21",3.4,5.5,"4 km W of Santa Tecla, El Salvador",13.6704,-89.3237
"2017-04-10","14:02",3.5,6.39,"1 km SE of Santa Tecla, El Salvador",13.6702,-89.2695
"2017-04-09","20:13",3.6,6.91,"6 km WSW of Nuevo Cuscatlán, El Salvador",13.6363,-89.3209
"2017-04-02","10:24",4.5,32.38,"91 km S of La Libertad, El Salvador",12.6618,-89.248
"2017-03-25","18:20",4.3,60.67,"61 km SSW of Intipucá, El Salvador",12.6581,-88.1755
"2017-03-10","07:13",4.6,60.44,"39 km SW of Acajutla, El Salvador",13.3833,-90.1253
"2017-03-07","01:08",4.5,10,"129 km SSW of Puerto El Triunfo, El Salvador",12.1673,-88.9041
"2017-03-06","07:26",4.6,10,"142 km SSW of Puerto El Triunfo, El Salvador",12.0593,-88.9673
"2017-02-12","12:18",4.3,53.36,"53 km SSW of Acajutla, El Salvador",13.139,-89.9882
"2017-01-21","01:31",4.4,60.69,"31 km S of La Libertad, El Salvador",13.2037,-89.3085
"2017-01-16","06:29",4.5,60.14,"46 km S of Puerto El Triunfo, El Salvador",12.867,-88.5855
"2017-01-08","00:29",4.3,35,"68 km SSW of Acajutla, El Salvador",12.9915,-89.984
"2017-01-04","10:45",5,68.22,"43 km S of La Libertad, El Salvador",13.1006,-89.3635
"2016-12-26","23:14",4.6,69.23,"33 km SSW of Puerto El Triunfo, El Salvador",12.9913,-88.6454
"2016-12-25","20:14",3.9,59.94,"53 km SSW of Chirilagua, El Salvador",12.7584,-88.2729
"2016-12-25","17:03",4,29.54,"53 km S of El Rosario, El Salvador",13.0196,-88.9792
"2016-12-23","19:31",4.6,35,"81 km S of La Libertad, El Salvador",12.7536,-89.2917
"2016-12-20","14:08",4.9,45.68,"69 km S of Acajutla, El Salvador",12.9623,-89.7977
"2016-12-19","06:23",4.3,44.78,"134 km SSW of Puerto El Triunfo, El Salvador",12.1876,-89.0819
"2016-12-18","02:12",4.3,48.22,"41 km SSE of El Rosario, El Salvador",13.1331,-88.9451
"2016-12-11","08:57",4.3,57.46,"33 km SSE of La Libertad, El Salvador",13.1997,-89.2246
"2016-12-11","06:08",4.2,25.86,"155 km S of Acajutla, El Salvador",12.1954,-89.9559
"2016-12-09","04:06",5,35.72,"139 km S of Puerto El Triunfo, El Salvador",12.035,-88.7444
"2016-12-03","01:03",4,37.25,"47 km WSW of Acajutla, El Salvador",13.39,-90.2101
"2016-11-27","16:38",4.5,22.2,"141 km S of Puerto El Triunfo, El Salvador",12.0055,-88.6538
"2016-11-25","15:22",4.4,35,"84 km SSW of Puerto El Triunfo, El Salvador",12.6003,-88.904
"2016-11-25","10:08",4.5,65.47,"70 km SSW of La Libertad, El Salvador",12.8709,-89.4802
"2016-11-24","23:41",4.4,10,"96 km SSW of Intipucá, El Salvador",12.3498,-88.2514
"2016-11-24","20:40",4.7,10,"134 km SSW of Puerto El Triunfo, El Salvador",12.157,-89.006
"2016-11-24","17:22",4.6,10,"139 km SSW of Puerto El Triunfo, El Salvador",12.1204,-89.0508
"2016-11-24","15:44",4.4,10,"93 km SSW of Chirilagua, El Salvador",12.4189,-88.4193
"2016-11-24","15:05",4.2,10,"132 km SSW of Puerto El Triunfo, El Salvador",12.1681,-89.0039
"2016-11-24","13:04",4.7,10,"140 km SSW of Puerto El Triunfo, El Salvador",12.1186,-89.0667
"2016-11-24","12:59",4.3,10,"132 km SSW of Puerto El Triunfo, El Salvador",12.1659,-88.9872
"2016-11-24","12:53",5.1,10,"143 km SSW of Puerto El Triunfo, El Salvador",12.0379,-88.9043
"2016-11-21","06:09",4.1,54.9,"84 km SSW of Puerto El Triunfo, El Salvador",12.5974,-88.8851
"2016-11-20","09:06",4.4,35,"70 km S of Intipucá, El Salvador",12.5652,-88.159
"2016-11-15","01:36",4.1,44.05,"57 km SW of Jiquilisco, El Salvador",12.94,-88.9465
"2016-10-31","09:22",4.5,10,"96 km SW of Acajutla, El Salvador",13.0317,-90.5129
"2016-10-26","22:23",4.1,59.92,"41 km SW of La Libertad, El Salvador",13.2165,-89.5874
"2016-10-01","06:50",4.4,42.43,"59 km S of Acajutla, El Salvador",13.0513,-89.8296
"2016-09-29","00:55",4,47.35,"46 km SW of La Libertad, El Salvador",13.1743,-89.6034
"2016-09-23","18:05",4.3,41.04,"47 km S of Acajutla, El Salvador",13.1662,-89.7952
"2016-09-16","19:39",4.5,40.54,"88 km SSW of Puerto El Triunfo, El Salvador",12.5865,-88.9437
"2016-09-12","05:49",4.1,46.31,"44 km SW of Puerto El Triunfo, El Salvador",12.9647,-88.7968
"2016-09-09","16:36",4.4,102.76,"15 km WSW of Jiquilisco, El Salvador",13.2605,-88.7122
"2016-09-09","00:54",4.2,52.37,"15 km SSW of El Rosario, El Salvador",13.3663,-89.0828
"2016-08-29","07:05",4.6,10,"0 km NE of Candelaria de La Frontera, El Salvador",14.1231,-89.6443
"2016-08-27","01:53",4,59.17,"43 km SW of San Francisco Menéndez, El Salvador",13.5203,-90.2492
"2016-08-26","15:43",4.1,40.48,"49 km SSW of Puerto El Triunfo, El Salvador",12.9068,-88.8014
"2016-08-19","01:02",4.3,10,"41 km SSW of Puerto El Triunfo, El Salvador",12.9208,-88.6289
"2016-08-13","23:13",4.8,139.1,"10 km N of Tacuba, El Salvador",13.993,-89.9204
"2016-08-09","08:26",4.6,35,"85 km SSW of Puerto El Triunfo, El Salvador",12.6005,-88.9184
"2016-08-05","02:14",4.3,67.01,"29 km S of Puerto El Triunfo, El Salvador",13.0191,-88.6023
"2016-07-23","02:19",4.1,60.25,"19 km SE of Acajutla, El Salvador",13.4931,-89.6822
"2016-07-21","16:45",4.3,48.14,"53 km S of Puerto El Triunfo, El Salvador",12.8016,-88.6248
"2016-07-19","01:32",4,57.42,"47 km SW of Jiquilisco, El Salvador",13.0233,-88.8996
"2016-07-16","14:36",4.2,59.9,"44 km S of Jucuarán, El Salvador",12.857,-88.3264
"2016-07-14","01:02",3.6,59.58,"37 km S of El Rosario, El Salvador",13.1624,-89.0328
"2016-07-09","11:29",4.5,56.95,"67 km SSW of Puerto El Triunfo, El Salvador",12.7196,-88.7884
"2016-07-05","08:09",4.2,46.7,"51 km SW of San Francisco Menéndez, El Salvador",13.504,-90.346
"2016-06-30","02:44",4,30.25,"27 km SSW of Acajutla, El Salvador",13.3626,-89.9162
"2016-06-29","05:06",4.1,35,"47 km S of Acajutla, El Salvador",13.1662,-89.8474
"2016-06-27","22:11",3.5,57.3,"28 km SSE of Acajutla, El Salvador",13.3574,-89.7121
"2016-06-15","03:06",4,77.26,"4 km SE of Acajutla, El Salvador",13.5606,-89.7956
"2016-06-13","09:32",3.6,35,"47 km S of Puerto El Triunfo, El Salvador",12.8569,-88.5887
"2016-06-13","08:45",4.4,62.43,"26 km S of Puerto El Triunfo, El Salvador",13.0439,-88.5889
"2016-06-08","03:56",4.5,35,"84 km SW of Puerto El Triunfo, El Salvador",12.7178,-89.0743
"2016-06-07","22:33",4.3,51.29,"108 km SW of Acajutla, El Salvador",12.8716,-90.5071
"2016-06-03","22:03",4.2,50.11,"94 km S of La Libertad, El Salvador",12.6419,-89.213
"2016-06-02","17:39",4.7,24.96,"100 km S of La Libertad, El Salvador",12.589,-89.1789
"2016-06-01","18:39",3.8,35,"48 km SSW of Puerto El Triunfo, El Salvador",12.861,-88.6617
"2016-05-30","20:14",4.7,43.47,"97 km S of La Libertad, El Salvador",12.6206,-89.1565
"2016-05-29","10:44",4.6,10,"95 km S of La Libertad, El Salvador",12.6297,-89.288
"2016-05-24","01:55",4,73,"45 km SW of San Francisco Menéndez, El Salvador",13.568,-90.332
"2016-05-18","16:01",4.2,62.76,"43 km S of Puerto El Triunfo, El Salvador",12.8916,-88.5203
"2016-05-10","01:33",4,14.33,"1 km NNW of La Libertad, Honduras",14.7644,-87.6234
"2016-05-02","05:50",4.9,54.69,"66 km SW of Puerto El Triunfo, El Salvador",12.8116,-88.9304
"2016-05-01","13:40",4.3,40.33,"47 km SSW of Acajutla, El Salvador",13.184,-89.9617
"2016-04-30","14:16",4,44.09,"45 km SSE of La Libertad, El Salvador",13.0897,-89.223
"2016-04-28","06:28",4.4,53.49,"90 km S of La Libertad, El Salvador",12.6689,-89.3634
"2016-04-23","02:27",4.1,10,"107 km S of Puerto El Triunfo, El Salvador",12.3152,-88.5079
"2016-04-22","04:47",4.3,86.53,"26 km SSW of San Francisco Menéndez, El Salvador",13.6274,-90.1212
"2016-04-22","02:54",4.3,9.23,"6 km N of La Libertad, Honduras",14.8079,-87.6185
"2016-04-21","07:33",4.4,44.41,"93 km S of La Libertad, El Salvador",12.6572,-89.1757
"2016-04-20","14:13",4.5,59.43,"43 km SSW of Puerto El Triunfo, El Salvador",12.9312,-88.7384
"2016-04-17","11:19",4.9,66.03,"58 km S of Intipucá, El Salvador",12.6683,-88.0415
"2016-04-14","17:27",4.1,60,"38 km SW of La Libertad, El Salvador",13.27,-89.6
"2016-04-08","08:05",4.3,63.51,"29 km SW of La Libertad, El Salvador",13.2845,-89.5026
"2016-03-30","01:01",4.2,54.63,"34 km S of Acajutla, El Salvador",13.2841,-89.8692
"2016-03-22","19:12",4.2,66.79,"El Salvador",13.2921,-89.0994
"2016-03-15","10:05",4.3,4,"106 km SSW of Chirilagua, El Salvador",12.29,-88.38
"2016-03-12","00:31",4,43.87,"22 km SSW of El Rosario, El Salvador",13.3094,-89.1159
"2016-02-29","19:08",5.1,59.53,"36 km SW of Jiquilisco, El Salvador",13.0839,-88.8191
"2016-02-29","09:07",4.5,48.02,"76 km S of Puerto El Triunfo, El Salvador",12.5942,-88.4916
"2016-02-25","14:12",4.6,49.66,"69 km SSW of Puerto El Triunfo, El Salvador",12.6856,-88.7437
"2016-02-23","10:09",4.6,35,"93 km SSW of Intipucá, El Salvador",12.3756,-88.2516
"2016-02-21","23:33",4.5,35,"86 km S of Puerto El Triunfo, El Salvador",12.5118,-88.6589
"2016-02-18","22:42",5,201.31,"8 km N of San Sebastián, El Salvador",13.8074,-88.8387
"2016-02-17","22:45",4.3,69.87,"24 km SSW of Puerto El Triunfo, El Salvador",13.1003,-88.6707
"2016-02-10","19:04",4.4,63.11,"40 km SW of Jiquilisco, El Salvador",13.06,-88.8526
"2016-02-06","04:12",4.6,68.7,"31 km WSW of La Libertad, El Salvador",13.3427,-89.5719
"2016-02-02","07:32",4.6,10,"98 km S of Acajutla, El Salvador",12.7075,-89.8757
"2016-02-01","10:45",4.5,130.72,"10 km N of Tacuba, El Salvador",13.994,-89.9384
"2016-01-31","14:48",3.8,90.52,"23 km WSW of La Libertad, El Salvador",13.3994,-89.5174
"2016-01-25","03:59",4.6,20.49,"74 km SSW of Puerto El Triunfo, El Salvador",12.6677,-88.8215
"2016-01-21","11:27",4.7,35,"82 km S of Puerto El Triunfo, El Salvador",12.5499,-88.6943
"2016-01-17","01:58",4,53.37,"18 km ESE of Acajutla, El Salvador",13.5284,-89.67
"2016-01-10","03:52",4.2,44.5,"62 km SSW of Intipucá, El Salvador",12.6424,-88.1732
"2016-01-02","00:59",4.2,10,"122 km SSW of Puerto El Triunfo, El Salvador",12.2046,-88.8124
"2016-01-01","22:50",4.6,36.39,"131 km S of Puerto El Triunfo, El Salvador",12.1095,-88.7568
"2015-12-17","03:09",4.5,42.41,"105 km SSW of Acajutla, El Salvador",12.7711,-90.3264
"2015-12-09","19:43",4.1,53.63,"44 km SSE of La Libertad, El Salvador",13.0939,-89.2215
"2015-12-07","12:08",4.4,43.38,"73 km SW of Acajutla, El Salvador",13.132,-90.3127
"2015-12-04","10:29",4,37.02,"44 km SSW of El Rosario, El Salvador",13.106,-89.1304
"2015-11-27","05:46",5.6,52,"45 km S of El Rosario, El Salvador",13.0906,-88.9476
"2015-11-24","14:33",4.3,75.47,"60 km S of Intipucá, El Salvador",12.6524,-88.0104
"2015-11-14","22:56",4.5,48.09,"49 km SSW of La Libertad, El Salvador",13.0808,-89.5142
"2015-11-07","17:14",4.2,35.16,"85 km SSW of Puerto El Triunfo, El Salvador",12.5758,-88.8667
"2015-10-30","17:56",4.4,70,"El Salvador",13.1258,-88.6936
"2015-10-27","16:49",4.9,144.97,"El Salvador",13.3212,-88.0872
"2015-10-26","09:53",4.2,10,"125 km SSW of Puerto El Triunfo, El Salvador",12.1842,-88.8448
"2015-10-17","08:17",4.4,43.22,"29 km SSW of Acajutla, El Salvador",13.3627,-89.9712
"2015-10-14","01:31",4.1,51.84,"39 km SW of Puerto El Triunfo, El Salvador",13.0235,-88.7959
"2015-10-12","09:18",4.7,62.55,"43 km SSE of Puerto El Triunfo, El Salvador",12.8958,-88.4702
"2015-10-06","03:21",5.1,29.55,"137 km SSW of Puerto El Triunfo, El Salvador",12.1177,-88.9955
"2015-10-04","15:29",4.4,67.59,"48 km SSW of Intipucá, El Salvador",12.7868,-88.2071
"2015-10-03","08:21",4.6,52.71,"99 km SW of Puerto El Triunfo, El Salvador",12.5825,-89.1255
"2015-10-02","05:01",4.3,67.73,"27 km SSW of El Rosario, El Salvador",13.2629,-89.1194
"2015-09-30","17:45",4,5.3,"3 km SSW of Conchagua, El Salvador",13.2811,-87.8732
"2015-09-28","06:14",4.2,35,"68 km SSW of Chirilagua, El Salvador",12.6139,-88.2863
"2015-09-27","15:16",4.1,21.3,"61 km SSE of La Libertad, El Salvador",12.951,-89.168
"2015-09-22","18:42",4.4,48.58,"97 km S of La Libertad, El Salvador",12.6137,-89.212
"2015-09-21","20:48",4.2,71.28,"36 km S of Zacatecoluca, El Salvador",13.1716,-88.9285
"2015-09-21","03:20",4.3,62.18,"5 km WSW of La Libertad, El Salvador",13.4733,-89.3749
"2015-09-20","23:08",3.1,4.15,"8 km S of Quezaltepeque, El Salvador",13.7557,-89.2768
"2015-09-18","09:33",4.3,42.73,"94 km S of La Libertad, El Salvador",12.6463,-89.1862
"2015-09-07","08:45",4.3,50.42,"88 km SSW of Chirilagua, El Salvador",12.4441,-88.321
"2015-09-07","01:06",4.6,57.76,"52 km SSW of Intipucá, El Salvador",12.7443,-88.2036
"2015-08-31","23:09",4.4,41.55,"99 km S of La Libertad, El Salvador",12.586,-89.2734
"2015-08-31","07:44",4.3,35,"59 km SSW of Acajutla, El Salvador",13.1105,-90.0762
"2015-08-26","12:29",4,74.49,"82 km SSW of Acajutla, El Salvador",12.946,-90.2075
"2015-08-26","04:23",4.8,35,"85 km SSW of Acajutla, El Salvador",12.9425,-90.2494
"2015-08-23","09:28",4.1,81.12,"63 km S of Acajutla, El Salvador",13.0196,-89.8237
"2015-08-23","08:55",4.3,35,"67 km SSW of La Libertad, El Salvador",12.9509,-89.6139
"2015-08-22","22:48",5.3,37.86,"67 km SW of Acajutla, El Salvador",13.1055,-90.2094
"2015-08-21","10:04",4.2,73.65,"18 km S of La Libertad, El Salvador",13.3204,-89.2923
"2015-08-17","16:56",3.9,42.21,"32 km SSE of Acajutla, El Salvador",13.3201,-89.7208
"2015-08-11","17:33",4.2,54.48,"41 km S of Puerto El Triunfo, El Salvador",12.9114,-88.559
"2015-08-09","01:05",4.5,9.86,"13 km WSW of Sesori, El Salvador",13.6682,-88.478
"2015-07-20","06:01",4.3,65.05,"38 km SW of San Francisco Menéndez, El Salvador",13.6237,-90.2958
"2015-07-19","19:24",4.2,39.72,"74 km SW of Acajutla, El Salvador",13.1175,-90.3161
"2015-07-16","10:56",4.2,33.38,"33 km SW of Acajutla, El Salvador",13.3822,-90.0512
"2015-07-15","23:20",4.2,61.2,"52 km SSW of Jucuarán, El Salvador",12.7885,-88.3489
"2015-07-09","08:06",4.1,35,"72 km SW of Acajutla, El Salvador",13.1802,-90.3436
"2015-07-09","07:25",5.6,45.68,"55 km SW of Acajutla, El Salvador",13.2949,-90.244
"2015-06-26","03:26",4.4,58.83,"53 km S of Puerto El Triunfo, El Salvador",12.8025,-88.5799
"2015-06-21","11:19",4.8,72.67,"37 km S of Acajutla, El Salvador",13.2511,-89.7969
"2015-06-17","22:45",4.3,28,"65 km SSW of Chirilagua, El Salvador",12.662,-88.345
"2015-06-17","11:56",4.2,49.1,"46 km S of Puerto El Triunfo, El Salvador",12.862,-88.602
"2015-06-13","03:50",4.3,71.12,"27 km SW of Puerto El Triunfo, El Salvador",13.0812,-88.6957
"2015-06-06","04:19",4.4,57.43,"35 km SW of Puerto El Triunfo, El Salvador",13.0707,-88.7932
"2015-05-30","15:03",4.1,47.4,"44 km SSW of Puerto El Triunfo, El Salvador",12.894,-88.657
